task_id,workload,data_size,result_size,priority,deadline,type
4274,2885091686.19,2261877.65,492735.66,1,0.62,medium
4275,34267033.99,5056.04,495.91,1,0.34,light
4276,9598241839.41,25511586.96,7405557.12,2,2.09,heavy
4277,5650249542.25,18248460.76,5697903.66,2,3.2,heavy
4278,8966224.6,61118.77,6021.34,2,0.25,light
4279,57557691.23,81533.21,8509.81,1,0.48,light
4280,58900935.57,63182.39,6074.34,1,0.1,light
4281,63623335.74,66125.84,6524.52,2,0.35,light
4282,88499923.97,98873.25,11874.26,1,0.41,light
4283,540435792.18,5141012.87,1143226.77,0,1.1,medium
4284,4321838877.78,1991040.31,409433.28,1,0.84,medium
4285,25859099.51,96066.2,7920.95,1,0.15,light
4286,232777159.01,1213251.74,247109.35,2,0.92,medium
4287,40526013.63,26729.7,3007.51,1,0.2,light
4288,7095581294.98,26968898.05,7244649.17,2,3.61,heavy
4289,2820118978.45,4650483.69,978311.4,1,0.51,medium
4290,188154807.6,1286622.61,245144.36,0,1.45,medium
4291,5183561.41,89398.39,10247.76,2,0.18,light
4292,5038202093.15,17911362.74,6353809.27,2,3.55,heavy
4293,759538255.08,2151317.89,455370.86,2,1.48,medium
4294,101815294.1,56754.07,7001.6,2,0.19,light
4295,1605537523.64,937446.95,131748.41,1,1.69,medium
4296,4717871330.29,3810866.72,775405.52,2,1.76,medium
4297,43293280.32,8032.38,659.53,1,0.13,light
4298,8919572289.18,12937969.68,3945652.45,2,1.85,heavy
4299,16843421951.72,18586480.88,5873206.32,1,3.64,heavy
4300,67371469.34,44834.74,4861.26,1,0.22,light
4301,81551109.34,64380.51,7165.57,1,0.34,light
4302,20242599284.47,22166654.95,6756523.52,1,1.72,heavy
4303,4161150958.5,2977033.17,569541.98,2,1.47,medium
4304,4042478602.88,4205415.44,895409.38,1,1.57,medium
4305,17687450874.68,38401366.52,11485158.8,1,1.35,heavy
4306,90831028.7,85312.1,7228.33,1,0.4,light
4307,3694747670.3,444818.84,81485.66,2,1.49,medium
4308,75748161.78,37594.51,3486.06,1,0.28,light
4309,9247721758.39,18634043.09,5036023.63,2,3.38,heavy
4310,2594197335.45,3756306.14,657757.31,0,1.38,medium
4311,11040741.64,38887.3,4094.48,2,0.32,light
4312,8247214060.21,5852303.28,1424216.24,2,3.54,heavy
4313,3321033983.28,4294924.18,732792.01,2,1.52,medium
4314,92877426.98,96984.51,10847.46,2,0.22,light
4315,87732362.7,55976.58,4685.08,2,0.19,light
4316,5896604095.85,30684087.73,8648171.93,2,3.02,heavy
4317,19064837406.98,40191749.51,12795878.62,2,3.72,heavy
4318,76070257.72,25494.85,2410.84,0,0.37,light
4319,38657167.53,66447.86,7736.49,1,0.22,light
4320,86410431.85,73757.53,7036.33,1,0.37,light
4321,89835725.16,88690.63,8853.26,2,0.42,light
4322,33396477.66,85824.06,8398.64,0,0.15,light
4323,13459355.06,24853.25,2946.97,1,0.12,light
4324,59701733.91,77262.76,8986.89,1,0.5,light
4325,59935615.55,24188.38,3035.05,1,0.37,light
4326,4151116951.66,3097705.07,710509.53,0,0.6,medium
4327,4836392978.38,2938177.26,679495.72,0,1.09,medium
4328,41941972.42,89408.74,9849.53,1,0.36,light
4329,3844750631.32,1226190.07,207411.73,1,1.05,medium
4330,10391875.15,72038.2,7296.36,1,0.1,light
4331,16356385286.6,15968553.71,3745791.02,1,3.27,heavy
4332,479962923.66,3754952.86,774087.18,2,0.9,medium
4333,1464708500.36,3023994.63,578041.55,0,1.24,medium
4334,18572191602.79,14911835.31,4432823.17,1,2.52,heavy
4335,2976712624.55,2318589.36,454593.58,1,1.43,medium
4336,403321904.11,967523.74,186631.33,1,0.89,medium
4337,5479782.34,11288.82,1023.18,0,0.24,light
4338,2240680859.74,1855191.37,384443.79,1,1.05,medium
4339,8755483665.8,31811849.72,11439417.4,1,3.36,heavy
4340,63341698.18,9383.62,1125.02,2,0.4,light
4341,71722558.39,88887.02,8660.57,1,0.44,light
4342,1373321.4,34316.82,2671.22,1,0.18,light
4343,3934028297.49,4120069.09,674803.59,1,1.93,medium
4344,19302607.59,70104.87,7491.8,2,0.42,light
4345,32736043.06,10610.22,1370.35,0,0.49,light
4346,48374664.04,9385.67,1003.25,0,0.26,light
4347,84180979.45,6631.68,807.26,2,0.32,light
4348,2108449.98,93851.95,8960.43,1,0.38,light
4349,1686784611.49,3515041.15,629989.17,1,0.98,medium
4350,561675318.85,814682.86,138966.15,1,0.66,medium
4351,4622651791.07,4048420.63,1014423.39,2,1.96,medium
4352,92383492.39,44088.16,5417.28,1,0.13,light
4353,38306343.82,64478.55,5585.16,2,0.43,light
4354,87026782.74,92179.14,7914.91,1,0.18,light
4355,33696525.08,46937.77,4548.48,1,0.33,light
4356,7541418761.52,44239457.92,13203163.62,2,4.6,heavy
4357,68368327.19,71042.65,7020.04,0,0.21,light
4358,66875462.95,7496.6,711.27,1,0.13,light
4359,19767329666.05,37684572.63,11907237.46,1,1.89,heavy
4360,1800127732.11,3281567.61,481938.42,0,1.46,medium
4361,3172953498.07,3984205.6,807787.75,2,1.66,medium
4362,3231424009.78,3078617.76,700407.58,2,0.53,medium
4363,10615622757.32,32865359.52,11395056.72,1,4.31,heavy
4364,2558904035.29,1936670.18,285757.28,1,0.89,medium
4365,8645354652.31,25214488.71,6392673.83,2,3.09,heavy
4366,95948231.84,28941.8,2323.33,2,0.2,light
4367,17010303810.23,25083122.08,7652485.88,0,2.63,heavy
4368,15517659.78,54773.71,5916.26,1,0.11,light
4369,9657050986.23,22802597.84,6588127.87,2,1.16,heavy
4370,35984061.28,44557.95,4776.17,1,0.44,light
4371,73477858.22,80184.91,9040.36,1,0.26,light
4372,11265047561.88,41222298.38,12538383.79,2,2.87,heavy
4373,1464210088.41,4318154.4,743768.47,2,1.91,medium
4374,38102398.23,45067.7,4315.76,1,0.16,light
4375,261594666.94,3016086.22,570073.59,2,1.03,medium
4376,50982914.78,5019.38,530.3,1,0.28,light
4377,12392500.35,44183.42,3533.9,1,0.19,light
4378,5011543628.32,4130405.02,924499.08,1,0.93,medium
4379,1839299509.1,173108.03,32813.04,1,0.87,medium
4380,32820620.56,10476.3,961.97,0,0.41,light
4381,13833514265.37,24104872.56,6989529.94,2,3.72,heavy
4382,18961481228.49,16243212.72,5429874.72,2,2.13,heavy
4383,699862741.8,2340107.76,426763.68,1,1.23,medium
4384,5158796513.19,1007726.25,238281.77,0,1.39,medium
4385,96439547.99,28435.52,3182.69,0,0.18,light
4386,63846856.9,17191.1,1819.51,0,0.26,light
4387,32726636.75,72460.57,6502.66,1,0.2,light
4388,13834335224.06,32249238.32,10287255.56,2,4.72,heavy
4389,7743461534.39,24431833.19,7828680.79,2,2.46,heavy
4390,12452730799.33,28008257.72,7261717.64,2,1.0,heavy
4391,2900840318.7,2188785.24,384709.97,1,0.74,medium
4392,4589503255.25,5392034.6,790713.1,0,1.98,medium
4393,80643492.73,91975.79,7650.24,1,0.29,light
4394,27981214.8,35103.32,4513.66,0,0.33,light
4395,16160672836.27,10912084.43,3758707.42,2,1.67,heavy
4396,4422758453.14,3400826.94,670816.08,1,1.65,medium
4397,40802730.09,53783.87,6030.27,1,0.32,light
4398,13399397592.94,7183728.78,1906650.06,2,1.92,heavy
4399,34785461.6,79860.67,7300.02,1,0.19,light
4400,66927849.63,89840.12,7200.32,1,0.24,light
4401,2894081.28,67290.04,7258.16,0,0.39,light
4402,4446904567.07,4415127.22,941560.63,1,1.14,medium
4403,5845935367.58,24723224.63,9245043.24,2,3.73,heavy
4404,91797063.06,8397.51,713.24,2,0.48,light
4405,83903709.82,31254.18,3152.66,1,0.2,light
4406,20507839.2,99978.34,9170.78,1,0.39,light
4407,999749339.7,185249.64,34168.17,2,0.53,medium
4408,12332340813.73,45511900.03,16102506.15,2,4.98,heavy
4409,15317628804.96,19546812.24,6457030.77,2,4.04,heavy
4410,3357713032.83,1459234.45,294359.39,2,0.5,medium
4411,80537015.12,40056.37,3515.9,1,0.22,light
4412,61886378.75,1578.1,172.1,1,0.33,light
4413,829241839.97,3483727.59,776888.63,0,1.91,medium
4414,8059047901.36,19565577.18,5806846.04,1,2.55,heavy
4415,2767785489.11,1857494.89,305920.67,1,0.54,medium
4416,288242811.16,3606749.75,674655.49,1,1.19,medium
4417,3718767863.06,4708470.6,770974.24,2,0.74,medium
4418,88656854.55,47621.34,3837.92,1,0.27,light
4419,2477931226.69,2370372.73,452056.26,1,1.59,medium
4420,34786933.87,37217.18,4337.8,0,0.48,light
4421,2247743430.44,838307.88,161323.9,2,1.27,medium
4422,33497171.76,27511.92,2751.76,1,0.2,light
4423,2839753111.79,2968279.62,795515.39,1,1.18,medium
4424,1745500880.86,1747195.29,363523.03,1,0.79,medium
4425,623240838.91,416803.41,76332.36,1,0.68,medium
4426,3599971993.2,1866128.59,351706.69,1,1.36,medium
4427,20717344817.5,11739343.6,2704274.72,2,2.84,heavy
4428,52048970.14,93815.88,8785.5,1,0.38,light
4429,5903152.12,25265.85,2619.79,0,0.34,light
4430,1394169462.12,3777979.56,683432.95,1,0.88,medium
4431,47719742.57,68499.89,7384.29,1,0.39,light
4432,3693515351.84,2692174.25,484494.81,1,0.96,medium
4433,1402430824.34,517703.68,111425.7,2,0.74,medium
4434,3435464712.46,3185106.28,511485.62,1,1.49,medium
4435,3537033334.01,2716328.17,447857.73,2,1.99,medium
4436,3064724326.74,2937904.87,596779.41,1,1.36,medium
4437,19198650.03,47999.41,4657.39,1,0.2,light
4438,72960161.56,38979.73,4002.63,0,0.39,light
4439,3792332262.75,1042963.69,236016.79,2,0.58,medium
4440,50143134.11,96772.74,9815.74,2,0.42,light
4441,91053417.96,26432.25,2321.75,2,0.18,light
4442,2160344061.32,3129612.74,801099.59,1,1.62,medium
4443,88534792.26,35475.46,4594.06,1,0.18,light
4444,4736966294.36,3441190.27,876697.78,1,1.59,medium
4445,18109213.01,74124.88,8975.6,1,0.42,light
4446,4703015712.36,1303251.9,277348.41,2,1.92,medium
4447,1133142620.19,1894481.51,384089.0,0,1.6,medium
4448,10467016760.73,34547183.18,10296145.18,2,4.97,heavy
4449,18784820.07,4280.13,441.27,1,0.24,light
4450,4364282637.71,4839526.59,1175865.32,2,0.51,medium
4451,10975690517.99,41969345.91,11325697.83,1,3.03,heavy
4452,88581441.39,99452.39,8996.18,1,0.48,light
4453,433001813.44,3716470.81,838241.18,2,1.42,medium
4454,63766672.63,5530.08,637.62,1,0.3,light
4455,19094244972.33,4634562.83,1677317.99,2,1.5,heavy
4456,158370509.88,1204881.51,302472.22,1,0.65,medium
4457,91877782.17,32093.73,3218.23,1,0.34,light
4458,13577305953.78,21323580.28,6637013.31,2,3.99,heavy
4459,1004925534.21,1433184.31,229631.32,1,1.54,medium
4460,4499035127.34,2322879.53,500280.2,2,0.87,medium
4461,3085512755.71,4305656.77,926984.03,2,0.72,medium
4462,685875471.94,4310322.48,692947.39,1,1.52,medium
4463,3435034534.9,758942.99,127336.49,1,0.7,medium
4464,1154718798.97,777199.98,176502.22,2,0.58,medium
4465,18436277288.57,13066081.07,4328139.9,1,3.65,heavy
4466,2777068213.27,3513388.91,660598.3,1,0.74,medium
4467,11717740552.9,24593118.43,7733017.51,2,3.79,heavy
4468,31459580.82,89311.8,9934.04,2,0.44,light
4469,22180908.74,7995.16,698.28,1,0.1,light
4470,82933286.62,26812.82,1983.54,1,0.18,light
4471,79028299.58,16144.66,1324.23,1,0.47,light
4472,1659024318.0,3057875.99,646997.3,1,1.18,medium
4473,3552484816.59,981488.19,231269.53,0,1.15,medium
4474,4736199318.06,4651960.08,704403.66,2,0.62,medium
4475,15547637.67,35004.66,4295.42,1,0.29,light
4476,17955887870.65,38259375.79,9862754.56,2,1.38,heavy
4477,91460876.77,17532.07,2390.76,1,0.25,light
4478,62891511.17,21824.43,2673.55,2,0.38,light
4479,64322463.04,66972.76,5795.3,1,0.28,light
4480,13351502095.56,41630986.53,15663005.13,2,1.83,heavy
4481,35969469.79,66085.46,6968.87,2,0.34,light
4482,16813250454.92,19033480.79,6423862.71,2,1.24,heavy
4483,48049900.26,23551.75,2742.74,1,0.11,light
4484,8221467.6,42240.66,5184.68,1,0.22,light
4485,3689789103.3,951163.11,207989.01,1,0.87,medium
4486,300027926.0,3509409.67,668033.95,1,1.76,medium
4487,109546342.32,978084.89,203325.3,2,1.05,medium
4488,3083277772.63,4191416.73,822182.19,0,1.63,medium
4489,9825868914.36,7447185.94,2462343.52,2,2.68,heavy
4490,57205721.28,25893.26,2201.23,1,0.26,light
4491,1467040774.56,3820245.46,925669.71,1,0.8,medium
4492,93507509.19,70553.17,5738.26,1,0.13,light
4493,3258107983.13,4833546.56,1034334.5,2,1.22,medium
4494,1013011226.8,652146.46,155103.98,1,1.76,medium
4495,3288645005.14,4196092.24,930345.73,2,1.92,medium
4496,17348325.54,78581.48,8172.88,1,0.21,light
4497,3401581635.57,1786263.93,394036.72,1,1.44,medium
4498,3367613398.88,2183177.24,430883.78,0,0.6,medium
4499,105608591.0,48670.21,4450.32,1,0.36,light
4500,44557281.25,65522.51,8348.77,0,0.2,light
4501,3865847866.01,2440779.41,454523.89,2,1.6,medium
4502,228520822.66,2749687.14,471963.43,2,1.12,medium
4503,6196547.85,4818.92,598.43,1,0.18,light
4504,21977650.34,33485.27,3688.91,1,0.23,light
4505,18897687355.87,19291495.09,5252721.81,1,3.09,heavy
4506,14002502353.39,9513382.23,3589602.38,2,2.9,heavy
4507,2860379531.38,619612.64,164268.03,1,0.62,medium
4508,76891012.61,24268.0,3106.97,1,0.21,light
4509,105002762.75,1969.49,169.34,1,0.3,light
4510,3480755406.74,2443946.33,459250.22,0,0.72,medium
4511,2960563920.45,1605913.63,376010.31,2,0.95,medium
4512,254452319.11,2923806.06,599650.66,1,1.65,medium
4513,3585040101.26,4929434.28,972070.29,2,1.36,medium
4514,10944581.55,80368.95,8120.43,1,0.11,light
4515,85088121.46,89073.2,9045.72,1,0.5,light
4516,62518106.36,53068.65,5514.44,2,0.39,light
4517,15259428996.12,38140761.49,10984481.84,1,3.83,heavy
4518,15711063623.14,28369709.11,8709528.12,2,3.5,heavy
4519,2825199346.87,4608064.3,746707.14,0,1.65,medium
4520,47342482.75,82373.61,7423.45,1,0.3,light
4521,42728858.3,55974.03,4126.64,0,0.38,light
4522,15842163980.5,35241972.02,9197536.59,2,4.55,heavy
4523,44931603.96,19889.71,1869.46,1,0.42,light
4524,987894734.22,527004.96,117920.43,2,1.38,medium
4525,41571428.14,92039.63,7984.12,2,0.32,light
4526,607339252.67,478440.78,127017.53,1,0.5,medium
4527,3496825496.65,3065793.84,818311.8,1,1.23,medium
4528,1182316981.88,3953074.36,746228.4,1,1.47,medium
4529,64971715.97,45110.67,3632.68,1,0.24,light
4530,4279212189.42,317270.74,64244.37,1,0.56,medium
4531,3485071120.64,3779182.37,831832.9,1,1.96,medium
4532,16188034070.42,30811604.46,10111050.43,2,4.38,heavy
4533,41352353.46,69377.91,6697.3,1,0.33,light
4534,727545373.65,3004075.65,537421.44,2,0.97,medium
4535,1329812332.13,181662.53,30210.1,2,1.17,medium
4536,101197152.88,79498.18,6804.59,1,0.11,light
4537,7561869305.65,26921635.75,8877346.28,1,4.5,heavy
4538,3188255965.3,756955.53,118217.79,1,1.57,medium
4539,7875205556.61,30371210.03,8124066.82,2,3.22,heavy
4540,91686828.66,81363.59,9855.85,1,0.13,light
4541,90147392.64,26575.72,3058.64,0,0.1,light
4542,15174768793.57,35318234.94,9147380.55,2,4.42,heavy
4543,91331761.41,45795.31,5996.78,1,0.14,light
4544,3333587.61,50569.39,4578.66,1,0.42,light
4545,2598061887.18,2402828.6,496370.9,1,1.84,medium
4546,76935992.01,65587.32,7645.54,1,0.27,light
4547,44974816.83,86660.76,8815.61,1,0.11,light
4548,5344015375.93,39806848.01,8845352.23,2,3.09,heavy
4549,1736448535.9,845466.09,143959.98,1,0.98,medium
4550,4336382845.22,3018708.82,687429.54,2,1.5,medium
4551,3035486153.24,376473.34,68964.82,1,0.94,medium
4552,9442486383.58,14265186.52,5179384.72,1,3.7,heavy
4553,13874702618.12,34489739.91,11473449.18,2,2.75,heavy
4554,2124272775.07,3848341.34,576505.72,2,1.48,medium
4555,27258365.4,56215.86,6190.21,1,0.42,light
4556,87708296.02,9314.56,724.26,2,0.48,light
4557,15636473018.35,45215712.07,15850889.1,2,1.35,heavy
4558,53462162.0,66893.95,6085.15,0,0.22,light
4559,7541937378.81,31740548.62,9116693.75,1,3.81,heavy
4560,1448871682.72,1884325.39,353827.2,2,1.33,medium
4561,24136026.01,93274.29,11976.0,1,0.11,light
4562,10271991032.26,7220454.76,2266854.25,2,2.32,heavy
4563,22914881.11,8769.62,1005.41,1,0.29,light
4564,3405700141.18,3660608.74,789939.11,2,1.27,medium
4565,3423169147.37,3105816.8,537060.23,2,1.89,medium
4566,48854388.16,57151.69,6780.13,1,0.21,light
4567,2642217565.3,610571.55,132348.32,2,1.56,medium
4568,88927403.45,23812.76,2697.07,0,0.18,light
4569,3629634173.38,2398099.93,413944.27,1,1.0,medium
4570,73491689.37,44622.59,5372.6,1,0.46,light
4571,81759115.22,20738.2,2857.93,0,0.17,light
4572,75713346.02,10649.0,1023.58,1,0.35,light
4573,2669751500.8,3805215.19,873327.74,1,1.55,medium
4574,8400377.12,48540.26,5608.27,1,0.4,light
4575,24565029.78,89097.72,6710.65,1,0.2,light
4576,73000776.97,6657.27,826.48,0,0.26,light
4577,1631181860.16,3229411.53,719013.12,2,1.17,medium
4578,13373792814.27,23372491.62,5763666.15,1,2.19,heavy
4579,665140641.65,1106010.94,187231.58,2,1.67,medium
4580,34241539.27,84223.53,8995.65,2,0.17,light
4581,1808815799.21,2455774.73,522523.28,1,1.74,medium
4582,99224983.33,73252.36,8829.78,1,0.28,light
4583,9358542958.21,45668771.13,13323503.79,0,3.31,heavy
4584,2606479644.21,2158309.98,439548.24,2,0.8,medium
4585,166308245.2,4412357.15,1021357.96,1,1.66,medium
4586,30057514.9,24515.76,2692.51,2,0.16,light
4587,34285811.25,62685.97,6588.02,1,0.36,light
4588,59502668.18,71185.87,8185.43,1,0.23,light
4589,7379044.44,59456.34,7306.1,1,0.46,light
4590,54434847.28,64162.21,8502.29,1,0.48,light
4591,1924809677.76,4398900.87,1004971.64,2,0.76,medium
4592,592412926.83,2460310.49,414652.67,1,1.91,medium
4593,94538384.69,15651.58,1821.94,1,0.47,light
4594,11373167057.78,8136684.66,1754479.46,2,1.86,heavy
4595,44593448.28,85059.15,9866.82,1,0.22,light
4596,2486905361.81,3066727.13,640336.45,1,1.88,medium
4597,981596317.26,2448113.07,609235.66,2,0.69,medium
4598,13129639036.45,25481974.18,8921821.95,2,2.57,heavy
4599,2707107486.34,2570327.66,443459.84,1,1.06,medium
4600,14686716386.71,7067278.07,2659920.06,2,1.76,heavy
4601,27187069.06,30237.31,3213.26,1,0.45,light
4602,10355367936.43,47978936.24,16831034.21,2,3.23,heavy
4603,80839247.3,106028.27,9693.42,0,0.28,light
4604,79492789.01,11935.32,991.23,2,0.46,light
4605,2251256365.2,1471216.34,302636.28,2,1.78,medium
4606,69008194.64,79234.22,6576.75,1,0.11,light
4607,12015130437.49,42382844.78,12989374.72,1,3.36,heavy
4608,73781430.95,47964.53,4447.17,1,0.29,light
4609,9947236642.27,13293131.33,3311300.46,2,4.21,heavy
4610,19414532720.36,15006457.74,3722356.6,2,3.04,heavy
4611,2456674576.77,1205085.62,268066.16,2,1.97,medium
4612,19175970817.25,6823754.45,1932336.42,2,4.01,heavy
4613,2660209617.29,3520993.65,584495.55,2,0.53,medium
4614,13574444498.02,41787548.92,13676133.85,1,4.32,heavy
4615,82463702.93,57853.07,5284.55,1,0.29,light
4616,1051124103.05,2281458.9,574462.74,0,1.9,medium
4617,46338171.99,57615.64,6011.23,1,0.43,light
4618,3359031458.84,3865293.69,922039.04,2,1.91,medium
4619,18773923920.27,7447381.61,2669235.15,2,1.14,heavy
4620,3984805.51,78214.32,8547.5,2,0.21,light
4621,75819249.26,13790.62,1459.35,1,0.47,light
4622,19452165.72,10760.02,1317.33,0,0.49,light
4623,15532863753.93,30456544.08,9976229.04,2,2.9,heavy
4624,93873084.13,84959.6,9904.83,0,0.45,light
4625,10948996404.61,48650863.95,14903660.01,0,4.36,heavy
4626,1206630743.46,2017232.24,477613.77,2,1.83,medium
4627,12196899.05,8250.78,1032.63,2,0.19,light
4628,8797053614.86,18446090.03,5397323.02,2,3.62,heavy
4629,4743528431.68,32069577.53,8349568.51,1,1.79,heavy
4630,3615377.29,21948.24,2800.42,1,0.27,light
4631,2869391158.33,4008379.6,735112.05,2,1.73,medium
4632,2913010679.6,341763.43,55303.32,1,1.55,medium
4633,11936125017.4,39002034.53,9752614.1,1,4.37,heavy
4634,15895299267.24,45019924.14,12101682.25,1,3.56,heavy
4635,112974503.06,2612908.04,602312.67,0,1.09,medium
4636,66999636.17,70536.88,6883.35,0,0.3,light
4637,1862075250.03,4468002.42,650257.89,2,0.78,medium
4638,86042138.0,68554.59,7070.99,2,0.23,light
4639,2319530475.61,3596131.08,821597.97,2,1.32,medium
4640,1090045819.59,518859.48,79590.92,2,1.69,medium
4641,9449743512.42,33887118.59,11666113.99,2,4.79,heavy
4642,66133449.45,32513.89,3473.41,2,0.11,light
4643,78012745.09,71448.52,5744.6,2,0.1,light
4644,3442239791.3,603227.38,157077.95,2,0.7,medium
4645,1971562.37,75695.86,6498.45,1,0.23,light
4646,34072672.38,38344.65,3172.95,1,0.47,light
4647,3777239249.27,2955914.16,517760.45,0,1.76,medium
4648,16605980.13,25307.94,2874.74,1,0.14,light
4649,916839482.42,4101440.17,604602.41,1,1.01,medium
4650,455228838.65,646826.24,165344.42,1,1.57,medium
4651,66585772.98,1093.48,96.78,1,0.19,light
4652,18794342787.36,18912655.94,5790510.94,2,3.6,heavy
4653,3101423861.93,4708180.37,930914.82,1,0.65,medium
4654,6950519344.53,30409519.38,9176468.04,1,3.41,heavy
4655,19407539470.67,38736614.0,13645798.8,0,3.92,heavy
4656,71706836.14,26825.99,2773.18,0,0.32,light
4657,1060700234.0,249513.72,48835.4,1,0.93,medium
4658,40693877.84,8893.07,1121.01,1,0.28,light
4659,18919929747.63,23054769.64,5702483.31,2,3.37,heavy
4660,39796535.18,24445.52,2246.7,0,0.29,light
4661,49348202.51,99942.92,10131.59,1,0.12,light
4662,66625269.43,48470.5,3749.04,1,0.14,light
4663,1547191382.02,1671548.92,379481.69,2,1.98,medium
4664,80220476.46,15601.71,1306.38,0,0.12,light
4665,163521611.47,625766.58,107379.57,1,1.75,medium
4666,12570665795.58,36336981.37,11950611.29,2,2.49,heavy
4667,4683598183.54,4893554.48,766546.31,2,1.14,medium
4668,4865018353.11,2346066.71,516940.49,2,1.9,medium
4669,11420124190.92,39564425.13,9576203.85,1,1.06,heavy
4670,63444748.59,45773.44,5378.74,1,0.18,light
4671,2341985384.12,4818966.51,980628.04,1,0.97,medium
4672,7357531044.99,10159890.38,2498961.47,2,4.33,heavy
4673,15546229.4,103506.48,8541.15,1,0.19,light
4674,60646284.29,79899.67,7097.85,0,0.46,light
4675,4251644203.92,4398691.74,869973.77,2,1.87,medium
4676,12794036.99,91989.48,11170.81,1,0.46,light
4677,87141727.49,13350.57,1536.1,2,0.3,light
4678,42485326.5,18244.1,1852.49,1,0.45,light
4679,53648844.96,104160.48,10550.41,1,0.44,light
4680,13785505702.73,21111064.77,4571917.97,2,2.43,heavy
4681,88942957.67,88605.97,9119.58,1,0.21,light
4682,3975568935.5,2871553.41,518082.77,1,0.85,medium
4683,19192776051.67,16534823.77,5478377.88,2,4.99,heavy
4684,2009341876.33,2648561.43,562077.42,2,1.47,medium
4685,12156401860.52,50625770.97,15210048.73,2,1.5,heavy
4686,61441352.64,11122.15,1200.11,2,0.31,light
4687,12585721.66,22865.73,2109.0,1,0.45,light
4688,3473581489.24,253495.76,51742.05,2,0.59,medium
4689,3181855477.74,1776245.64,497376.45,0,0.53,medium
4690,10611400.69,48807.91,5478.49,1,0.14,light
4691,12689719192.23,9999388.74,2826302.05,2,4.15,heavy
4692,7124961289.79,25607913.01,8936527.56,2,2.28,heavy
4693,70613941.34,69936.15,6240.38,1,0.3,light
4694,6025998.89,8007.92,739.76,2,0.26,light
4695,395846997.79,4262538.72,885460.3,2,1.27,medium
4696,26227524.27,18692.1,1406.51,1,0.5,light
4697,65127381.08,103528.64,7896.54,0,0.25,light
4698,86527100.88,39761.97,3941.87,1,0.41,light
4699,3112199395.12,755335.43,146431.88,1,0.9,medium
4700,17756458404.5,34046145.73,9432405.85,2,2.97,heavy
4701,2314688088.94,1291492.82,210367.33,2,0.68,medium
4702,38430519.82,57694.15,4745.38,1,0.11,light
4703,29606946.03,86283.3,6842.4,0,0.11,light
4704,78686506.76,5608.98,586.57,0,0.16,light
4705,4184182640.13,4608666.45,919332.11,2,1.23,medium
4706,6687274270.55,39422429.27,13443284.14,2,2.88,heavy
4707,46023154.15,85026.23,7483.3,0,0.42,light
4708,54355820.59,93899.78,9252.46,1,0.49,light
4709,25972408.66,76238.79,9264.39,1,0.2,light
4710,11454670413.89,15999226.69,3888769.81,2,4.71,heavy
4711,76981896.46,33632.99,2793.2,1,0.2,light
4712,737311955.11,4659389.72,910938.28,0,1.08,medium
4713,70738873.32,8458.25,687.13,1,0.27,light
4714,9340313229.3,28481625.92,7889168.63,2,1.79,heavy
4715,11841344994.32,49703305.44,10773376.99,0,2.29,heavy
4716,11355895864.16,14724070.93,4338428.84,2,2.07,heavy
4717,9586954669.52,42427012.06,13106611.53,2,1.34,heavy
4718,36477876.47,22427.53,2955.74,1,0.29,light
4719,48057404.6,13440.64,1056.62,1,0.37,light
4720,55786619.36,91600.17,10536.46,0,0.44,light
4721,409473006.06,2228038.83,525240.63,1,1.89,medium
4722,8018335471.86,35288828.86,12949317.37,2,4.36,heavy
4723,1295069933.13,2020209.05,417610.01,1,0.85,medium
4724,3965615258.22,1081416.48,198130.23,1,1.45,medium
4725,1814641073.82,2707260.55,498596.46,1,1.31,medium
4726,1145576622.8,210351.43,38416.67,1,2.0,medium
4727,3872778278.44,1394417.94,359922.09,2,1.34,medium
4728,25460591.52,73033.17,5744.22,1,0.28,light
4729,7293020467.68,11636593.1,3156100.44,2,3.01,heavy
4730,2676569658.21,2329665.04,515422.51,2,1.59,medium
4731,4088274959.06,2819559.29,408894.71,1,1.52,medium
4732,97563316.3,76015.96,8680.48,0,0.46,light
4733,2727101709.81,2332215.54,534707.03,1,1.34,medium
4734,42642747.51,17358.11,1545.69,1,0.22,light
4735,1425481359.03,1880737.31,387322.03,1,1.56,medium
4736,550964967.52,1684325.85,313950.44,1,0.58,medium
4737,71489404.51,20045.37,2202.41,1,0.24,light
4738,74406640.65,75097.36,6597.95,0,0.26,light
4739,1524780142.76,649797.59,105714.65,1,1.72,medium
4740,2568230059.96,4216918.37,980085.05,1,1.62,medium
4741,5960808789.79,9276781.9,2859597.29,1,1.02,heavy
4742,64918046.81,53229.48,6081.43,1,0.25,light
4743,3220113157.26,3327524.29,705406.78,2,1.68,medium
4744,1976995212.69,4783988.12,805788.65,2,1.63,medium
4745,80636661.49,64644.12,5754.59,1,0.16,light
4746,14053510886.71,42890168.95,12398213.95,2,1.94,heavy
4747,67348326.42,89999.55,8891.64,0,0.27,light
4748,71817557.65,68289.15,7070.75,0,0.14,light
4749,576654235.75,3779422.93,793624.6,1,1.96,medium
4750,2690686436.89,4740575.31,844371.45,1,1.18,medium
4751,35201111.76,24277.51,2260.9,0,0.39,light
4752,31621374.71,69462.5,7098.96,2,0.23,light
4753,32979630.87,25464.15,2710.44,2,0.34,light
4754,1802420897.45,4524112.48,778612.76,1,1.17,medium
4755,4781350148.46,1189933.27,288997.65,1,1.85,medium
